template,frequency
"The [X], who thought Tobacco, is [Y]",1
"The [X], who called 911, is [Y]",1
"The [X], who was Jealous, is [Y]",1
"The [X], who was The Ones, is [Y]",1
"The [X], who was Popular, is [Y]",1
"The [X], who decided To Come, is [Y]",1
"The [X], who took A Break, is [Y]",1
"The [X], who said A Sport, is [Y]",1
"The [X], who took A Lot, is [Y]",1
"The [X], who sat On Butt, is [Y]",1
"The [X], who was Intense, is [Y]",1
"The [X], who slammed You Into The Seat, is [Y]",1
"The [X], who made It, is [Y]",2
"The [X], who moved Head, is [Y]",1
"The [X], who got ta Do Both, is [Y]",1
"The [X], who had To Develop Arm, is [Y]",1
"The [X], who lost A Point, is [Y]",1
"The [X], who got ta Disagree, is [Y]",1
"The [X], who took A Ability, is [Y]",1
"The [X], who did What, is [Y]",3
"The [X], who ed Wrong With This Picture, is [Y]",1
"The [X], who gave, is [Y]",3
"The [X], who ed Wrong, is [Y]",2
"The [X], who got The Times, is [Y]",1
"The [X], who got One, is [Y]",1
"The [X], who was What You, is [Y]",1
"The [X], who ed Kids, is [Y]",1
"The [X], who was Boys, is [Y]",1
"The [X], who got A Sponsor, is [Y]",1
"The [X], who had A Talk, is [Y]",1
"The [X], who said Lot Of People, is [Y]",1
"The [X], who kept Beating, is [Y]",1
"The [X], who gave It, is [Y]",1
"The [X], who was Able To Ignore You, is [Y]",1
"The [X], who was People, is [Y]",1
"The [X], who was Slow, is [Y]",1
"The [X], who frightened Them, is [Y]",1
"The [X], who was Different, is [Y]",1
"The [X], who was The Person, is [Y]",1
"The [X], who was I., is [Y]",3
"The [X], who got Honest, is [Y]",1
"The [X], who had To Wait, is [Y]",1
"The [X], who was Sure, is [Y]",2
"The [X], who let Get, is [Y]",1
"The [X], who saw A Doctor, is [Y]",1
"The [X], who lifted Arm, is [Y]",1
"The [X], who took A Off, is [Y]",1
"The [X], who hurt Herself At Volleyball, is [Y]",1
"The [X], who made The Nationals, is [Y]",1
"The [X], who cared About The Nationals, is [Y]",1
"The [X], who pushed Her, is [Y]",1
"The [X], who wanted Good, is [Y]",1
"The [X], who was A Jealous, is [Y]",1
"The [X], who ed A Driver, is [Y]",1
"The [X], who was Passion, is [Y]",1
"The [X], who had An Honest, is [Y]",1
"The [X], who knew It, is [Y]",1
"The [X], who was Old, is [Y]",1
"The [X], who ed A Kid, is [Y]",1
"The [X], who knew To Do Things, is [Y]",1
"The [X], who had That, is [Y]",1
"The [X], who had It, is [Y]",1
"The [X], who seemed To Me, is [Y]",1
"The [X], who gave To Encouraged A Talent, is [Y]",1
"The [X], who coped With Stuff, is [Y]",1
"The [X], who hated A Kid, is [Y]",1
"The [X], who went na Stand, is [Y]",1
"The [X], who raced Against The Clock, is [Y]",1
"The [X], who tried To Keep, is [Y]",1
"The [X], who went On Race, is [Y]",1
"The [X], who brought You, is [Y]",1
"The [X], who sent Me, is [Y]",1
"The [X], who was Awesome, is [Y]",1
"The [X], who went na Take It, is [Y]",1
"The [X], who made The Cover, is [Y]",1
"The [X], who wanted To Bet, is [Y]",1
"The [X], who got Him, is [Y]",2
"The [X], who hit Him, is [Y]",1
"The [X], who took This Stuff, is [Y]",1
"The [X], who got Nightmares, is [Y]",1
"The [X], who thought Of The Competition, is [Y]",1
"The [X], who figured One, is [Y]",1
"The [X], who had To Check Things, is [Y]",1
"The [X], who heard That, is [Y]",1
"The [X], who ed Knowlton With A Time, is [Y]",1
"The [X], who beat That, is [Y]",1
"The [X], who was Time, is [Y]",2
"The [X], who was 8.89, is [Y]",1
"The [X], who beat Time, is [Y]",2
"The [X], who came You, is [Y]",1
"The [X], who was For Son, is [Y]",1
"The [X], who started Crying, is [Y]",1
"The [X], who whupped Him In The Final, is [Y]",1
"The [X], who was A Joke, is [Y]",1
"The [X], who embarrassed Me, is [Y]",1
"The [X], who was Him, is [Y]",1
"The [X], who was Taught Better, is [Y]",1
"The [X], who wanted To Lower Yourself, is [Y]",1
"The [X], who was Like The Knowltons, is [Y]",1
"The [X], who had To Teach You, is [Y]",1
"The [X], who felt Good, is [Y]",1
"The [X], who threw Honest ve Do It, is [Y]",1
"The [X], who was Cheapen, is [Y]",1
"The [X], who was Better Than That, is [Y]",1
"The [X], who yelled At Me, is [Y]",1
"The [X], who took, is [Y]",11
"The [X], who was The Meeting Between These Two, is [Y]",1
"The [X], who was The Last, is [Y]",1
"The [X], who went A Dandy, is [Y]",1
"The [X], who made Knowlton, is [Y]",1
"The [X], who blew It, is [Y]",1
"The [X], who mayed I, is [Y]",1
"The [X], who let Start, is [Y]",1
"The [X], who was The Closest, is [Y]",1
"The [X], who set The Wrench, is [Y]",1
"The [X], who was That, is [Y]",1
"The [X], who willed Coleman, is [Y]",1
"The [X], who was Courtney, is [Y]",1
"The [X], who met You, is [Y]",2
"The [X], who got To Tell You, is [Y]",1
"The [X], who was A Fan Of Ericas, is [Y]",1
"The [X], who promised Anything, is [Y]",1
"The [X], who got Some Of The Boys, is [Y]",1
"The [X], who was Able To Persuade Them, is [Y]",1
"The [X], who thought We, is [Y]",1
"The [X], who knew Much, is [Y]",1
"The [X], who thought A Chance, is [Y]",1
"The [X], who drove Nuts, is [Y]",1
"The [X], who put Pressure, is [Y]",1
"The [X], who told Me About It, is [Y]",1
"The [X], who stopped The Race, is [Y]",1
"The [X], who stopped The Light, is [Y]",1
"The [X], who stopped The Car, is [Y]",2
"The [X], who shut, is [Y]",8
"The [X], who kept It, is [Y]",2
"The [X], who went In The Stands, is [Y]",1
"The [X], who went Right, is [Y]",1
"The [X], who hung, is [Y]",15
"The [X], who went All, is [Y]",2
"The [X], who held, is [Y]",6
"The [X], who went To Lift, is [Y]",1
"The [X], who went To Lift You, is [Y]",1
"The [X], who remembered Saying, is [Y]",1
"The [X], who got Upset, is [Y]",1
"The [X], who saw Crash, is [Y]",1
"The [X], who intended On, is [Y]",1
"The [X], who ed No Sign Of Concussion, is [Y]",1
"The [X], who was Sore, is [Y]",1
"The [X], who took Home, is [Y]",1
"The [X], who was You, is [Y]",8
"The [X], who wanted To Get, is [Y]",2
"The [X], who had To Replace The End, is [Y]",1
"The [X], who was Ready To Race, is [Y]",1
"The [X], who made That Decision, is [Y]",1
"The [X], who wanted To Make Run, is [Y]",1
"The [X], who was Over Today, is [Y]",1
"The [X], who had To, is [Y]",1
"The [X], who had Time, is [Y]",2
"The [X], who thought About It, is [Y]",1
"The [X], who was Scared, is [Y]",1
"The [X], who got Ready, is [Y]",1
"The [X], who figured, is [Y]",1
"The [X], who talked About, is [Y]",1
"The [X], who was To Be, is [Y]",1
"The [X], who needed A Car, is [Y]",1
"The [X], who got A Me, is [Y]",1
"The [X], who had One, is [Y]",1
"The [X], who ed Fair, is [Y]",1
"The [X], who had To Get, is [Y]",1
"The [X], who was Younger, is [Y]",1
"The [X], who sat, is [Y]",5
"The [X], who was Some Rain, is [Y]",1
"The [X], who underwrote The Portion, is [Y]",1
"The [X], who liked Pennzoil, is [Y]",1
"The [X], who sponsored You, is [Y]",1
"The [X], who did This, is [Y]",1
"The [X], who got In An Accident, is [Y]",1
"The [X], who offered Me, is [Y]",1
"The [X], who blamed You, is [Y]",1
"The [X], who told Dad, is [Y]",1
"The [X], who hoped You, is [Y]",1
"The [X], who climbed Back Into That Car, is [Y]",1
"The [X], who showed Something, is [Y]",2
"The [X], who had To Sponsor Sister, is [Y]",1
"The [X], who knew, is [Y]",17
"The [X], who asked To Play Me, is [Y]",1
"The [X], who got ♪, is [Y]",1
"The [X], who relaxed, is [Y]",1
"The [X], who was Relaxed, is [Y]",1
"The [X], who loosened It, is [Y]",1
"The [X], who made You, is [Y]",1
"The [X], who ed Enough For, is [Y]",1
"The [X], who gave ♪, is [Y]",1
"The [X], who guessed ♪, is [Y]",1
"The [X], who played Emotions, is [Y]",1
"The [X], who quitted Cool, is [Y]",1
"The [X], who had To Try, is [Y]",1
"The [X], who had The Car, is [Y]",1
"The [X], who went To Race, is [Y]",1
"The [X], who was A Powerful, is [Y]",1
"The [X], who looked At That, is [Y]",1
"The [X], who had Serious, is [Y]",1
"The [X], who did Racing, is [Y]",1
"The [X], who was Afraid, is [Y]",1
"The [X], who went To Want, is [Y]",1
"The [X], who wanted A Picture, is [Y]",1
"The [X], who wanted It, is [Y]",1
"The [X], who wanted To Drive, is [Y]",1
"The [X], who was Ready, is [Y]",1
"The [X], who was Ready For This, is [Y]",1
"The [X], who put It In Gear, is [Y]",1
"The [X], who had You, is [Y]",1
"The [X], who went To The Tracks, is [Y]",1
"The [X], who had A Date, is [Y]",1
"The [X], who asked Me, is [Y]",1
"The [X], who went To Marry Him, is [Y]",1
"The [X], who asked Todd, is [Y]",1
"The [X], who was Medieval, is [Y]",1
"The [X], who got A Cousin, is [Y]",1
"The [X], who went With, is [Y]",1
"The [X], who ed Bad, is [Y]",1
"The [X], who looked At, is [Y]",1
"The [X], who took The Rings, is [Y]",1
"The [X], who wanted To Go, is [Y]",2
"The [X], who skated Before Life, is [Y]",1
"The [X], who had I., is [Y]",1
"The [X], who went To Get License, is [Y]",1
"The [X], who was Hard, is [Y]",1
"The [X], who came Have, is [Y]",1
"The [X], who was Randy, is [Y]",1
"The [X], who saw You, is [Y]",5
"The [X], who ed Jake, is [Y]",1
"The [X], who smelt Like Beer, is [Y]",1
"The [X], who thought Better, is [Y]",1
"The [X], who soaked Ankles, is [Y]",1
"The [X], who bothered You, is [Y]",1
"The [X], who did Favor, is [Y]",1
"The [X], who gave A Try, is [Y]",1
"The [X], who saved Lives, is [Y]",1
"The [X], who wanted To Come, is [Y]",1
"The [X], who came With Us, is [Y]",1
"The [X], who was Fun, is [Y]",1
"The [X], who had Plans, is [Y]",1
"The [X], who went To The Party, is [Y]",1
"The [X], who wanted To, is [Y]",1
"The [X], who did This For Real, is [Y]",1
"The [X], who meant Like A Date, is [Y]",1
"The [X], who wanted To Hurt Feelings, is [Y]",1
"The [X], who was Like Dating, is [Y]",1
"The [X], who was Kind Of, is [Y]",1
"The [X], who was Weird, is [Y]",1
"The [X], who woulded It, is [Y]",1
"The [X], who had A Time, is [Y]",1
"The [X], who thought Me, is [Y]",1
"The [X], who talked To You, is [Y]",2
"The [X], who took A Look, is [Y]",1
"The [X], who had A Average, is [Y]",1
"The [X], who ed Enough, is [Y]",1
"The [X], who needed An A., is [Y]",1
"The [X], who went To Have, is [Y]",1
"The [X], who went To Have Credits, is [Y]",1
"The [X], who had To Get An A, is [Y]",1
"The [X], who oughted Able, is [Y]",1
"The [X], who brought, is [Y]",1
"The [X], who knew The Rules, is [Y]",1
"The [X], who could Race, is [Y]",1
"The [X], who was In City, is [Y]",1
"The [X], who went To The Nationals, is [Y]",1
"The [X], who ed Year, is [Y]",1
"The [X], who talked To Teacher, is [Y]",1
"The [X], who got Fine, is [Y]",1
"The [X], who hoped, is [Y]",1
"The [X], who made A Deal, is [Y]",1
"The [X], who lived, is [Y]",17
"The [X], who talked To Yourself, is [Y]",1
"The [X], who was Used To That, is [Y]",1
"The [X], who got An A, is [Y]",1
"The [X], who wanted Some Help, is [Y]",1
"The [X], who was Welcome, is [Y]",1
"The [X], who needed A Home, is [Y]",1
"The [X], who got Car, is [Y]",1
"The [X], who caught A Movie, is [Y]",1
"The [X], who worried About It, is [Y]",2
"The [X], who was Busy, is [Y]",2
"The [X], who ed This, is [Y]",1
"The [X], who gave The One, is [Y]",1
"The [X], who had, is [Y]",3
"The [X], who wannaed Cheat, is [Y]",1
"The [X], who thought Of It, is [Y]",1
"The [X], who went To The Finals, is [Y]",1
"The [X], who wanted To Let, is [Y]",1
"The [X], who wanted You, is [Y]",2
"The [X], who was Late, is [Y]",1
"The [X], who got ta Get, is [Y]",1
"The [X], who was na Take, is [Y]",1
"The [X], who told Million Times, is [Y]",1
"The [X], who had To Be, is [Y]",1
"The [X], who did The Best, is [Y]",1
"The [X], who expected Better, is [Y]",1
"The [X], who let, is [Y]",3
"The [X], who had A Breakdown, is [Y]",1
"The [X], who took A, is [Y]",1
"The [X], who found The Parts, is [Y]",1
"The [X], who quitted What, is [Y]",1
"The [X], who wanted To Race, is [Y]",2
"The [X], who was What, is [Y]",2
"The [X], who kept Messing, is [Y]",1
"The [X], who thought Worth, is [Y]",1
"The [X], who wannaed Race, is [Y]",1
"The [X], who thought Mad, is [Y]",1
"The [X], who thought A Driver, is [Y]",2
"The [X], who backed You, is [Y]",1
"The [X], who got Some Sleep, is [Y]",1
"The [X], who loved You, is [Y]",2
"The [X], who tried Rude, is [Y]",1
"The [X], who liked To Go, is [Y]",1
"The [X], who thought Busy, is [Y]",1
"The [X], who quitted Racing, is [Y]",1
"The [X], who sounded Like Everyone, is [Y]",1
"The [X], who saw Car, is [Y]",1
"The [X], who was The Same, is [Y]",1
"The [X], who took Care Of Courtney, is [Y]",1
"The [X], who saw Ya, is [Y]",3
"The [X], who went na Do, is [Y]",1
"The [X], who did On Weekends, is [Y]",1
"The [X], who missed, is [Y]",1
"The [X], who ed Problem, is [Y]",1
"The [X], who was A Driver, is [Y]",2
"The [X], who ed Stupid, is [Y]",1
"The [X], who thought Scared, is [Y]",1
"The [X], who got That Online, is [Y]",1
"The [X], who edited It, is [Y]",1
"The [X], who changed Mind, is [Y]",1
"The [X], who got A Start, is [Y]",2
"The [X], who was On Way, is [Y]",1
"The [X], who took Helmet, is [Y]",1
"The [X], who hoped To Make Another Run, is [Y]",1
"The [X], who noticed, is [Y]",1
"The [X], who had A Scratch, is [Y]",1
"The [X], who got Time, is [Y]",1
"The [X], who ed Nobody, is [Y]",1
"The [X], who ed Young, is [Y]",1
"The [X], who ed Right, is [Y]",1
"The [X], who got Yourself, is [Y]",1
"The [X], who hung On Seats, is [Y]",1
"The [X], who talked About Rivalry, is [Y]",1
"The [X], who realized That, is [Y]",1
"The [X], who was A Home, is [Y]",1
"The [X], who was On The Lines, is [Y]",1
"The [X], who staged To Go, is [Y]",1
"The [X], who was Off, is [Y]",1
"The [X], who got Her, is [Y]",1
"The [X], who did You, is [Y]",2
"The [X], who was Tense, is [Y]",1
"The [X], who got ta Relax, is [Y]",2
"The [X], who took A Breath, is [Y]",2
"The [X], who wannaed, is [Y]",1
"The [X], who was Advice, is [Y]",1
"The [X], who thought It, is [Y]",1
"The [X], who was Erica, is [Y]",1
"The [X], who ed The Son, is [Y]",1
"The [X], who ed A Guy, is [Y]",1
"The [X], who loved It, is [Y]",1
"The [X], who wished Gon na Be, is [Y]",1
"The [X], who got A Bunch, is [Y]",1
"The [X], who watched The Race, is [Y]",1
"The [X], who went na Take, is [Y]",1
"The [X], who waited ♪, is [Y]",1
"The [X], who got All Day, is [Y]",1
"The [X], who wanted World, is [Y]",1
"The [X], who carried Me, is [Y]",1
"The [X], who went Head To Head, is [Y]",1
"The [X], who was The Racer, is [Y]",1
"The [X], who believed Me, is [Y]",1
"The [X], who saw This, is [Y]",1
"The [X], who ed The Girl, is [Y]",1
"The [X], who went na Bring The Home, is [Y]",1
"The [X], who put Any Pressure, is [Y]",2
"The [X], who felt The Girl, is [Y]",1
"The [X], who did Folks, is [Y]",1
"The [X], who kept Asking, is [Y]",1
"The [X], who looked At This, is [Y]",1
"The [X], who tried To Go, is [Y]",1
"The [X], who had 2 Starts, is [Y]",1
"The [X], who took The Win, is [Y]",1
"The [X], who put Her Into The Finals, is [Y]",1
"The [X], who took On Knowlton, is [Y]",1
"The [X], who got ta Do Something, is [Y]",1
"The [X], who knew Us For A Time, is [Y]",1
"The [X], who knew Truth To This, is [Y]",1
"The [X], who got The Record, is [Y]",1
"The [X], who got A Starts, is [Y]",1
"The [X], who called Daughter, is [Y]",1
"The [X], who said Her, is [Y]",1
"The [X], who was The Genius, is [Y]",1
"The [X], who stuck A Cell, is [Y]",1
"The [X], who read The Tree, is [Y]",1
"The [X], who got 12 Starts, is [Y]",1
"The [X], who practiced Those Starts, is [Y]",1
"The [X], who let This, is [Y]",1
"The [X], who called Cheater, is [Y]",1
"The [X], who filed An Protest, is [Y]",1
"The [X], who ignored It, is [Y]",1
"The [X], who ed A Signatures, is [Y]",1
"The [X], who was On Hold, is [Y]",1
"The [X], who wanted To Give A Something, is [Y]",1
"The [X], who watched The Job, is [Y]",1
"The [X], who was No Evidence, is [Y]",1
"The [X], who went Over Head, is [Y]",1
"The [X], who got Something, is [Y]",1
"The [X], who wanted, is [Y]",45
"The [X], who laughed, is [Y]",3
"The [X], who had Any Of That, is [Y]",1
"The [X], who was For You, is [Y]",1
"The [X], who was For Boys, is [Y]",1
"The [X], who had The Guts, is [Y]",1
"The [X], who happened, is [Y]",17
"The [X], who was Sister, is [Y]",1
"The [X], who was All Night, is [Y]",1
"The [X], who put Car, is [Y]",1
"The [X], who trusted Anyone, is [Y]",1
"The [X], who ed For Breakfast, is [Y]",1
"The [X], who introduced To You, is [Y]",1
"The [X], who let Ready To Race, is [Y]",1
"The [X], who ed Boss, is [Y]",1
"The [X], who ed A Difference Between, is [Y]",1
"The [X], who got Nightmares About That Time, is [Y]",1
"The [X], who did Light, is [Y]",2
"The [X], who believed This, is [Y]",1
"The [X], who gave Pleasure, is [Y]",1
"The [X], who was The President, is [Y]",1
"The [X], who was Next, is [Y]",1
"The [X], who got off the babysitter, is [Y]",13
"The [X], who was an Angel, is [Y]",24
"The [X], who was no Angel, is [Y]",13
"The [X], who was hostel, is [Y]",13
"The [X], who was rescuer, is [Y]",13
"The [X], who thought me, is [Y]",13
"The [X], who got two girlfriends, is [Y]",13
"The [X], who had 50 men, is [Y]",13
"The [X], who seemed fair, is [Y]",13
"The [X], who was it, is [Y]",113
"The [X], who needed to get, is [Y]",13
"The [X], who was on top, is [Y]",13
"The [X], who got ring, is [Y]",13
"The [X], who killed them, is [Y]",29
"The [X], who let go, is [Y]",72
"The [X], who got him, is [Y]",78
"The [X], who went for it, is [Y]",13
"The [X], who was three girls, is [Y]",28
"The [X], who had the ring, is [Y]",15
"The [X], who knew this day, is [Y]",15
"The [X], who went B., is [Y]",14
"The [X], who was the pass, is [Y]",21
"The [X], who did it, is [Y]",94
"The [X], who wanted you, is [Y]",48
"The [X], who grew three women, is [Y]",13
"The [X], who worked, is [Y]",23
"The [X], who was Charlie, is [Y]",13
"The [X], who was ready for takeoff, is [Y]",13
"The [X], who checked this, is [Y]",13
"The [X], who was a night, is [Y]",13
"The [X], who believed Nat, is [Y]",13
"The [X], who grew, is [Y]",13
"The [X], who was these boots, is [Y]",13
"The [X], who excused me, is [Y]",31
"The [X], who was boots, is [Y]",13
"The [X], who was point, is [Y]",9
"The [X], who thanked you, is [Y]",87
"The [X], who thought fortress, is [Y]",13
"The [X], who was okay, is [Y]",55
"The [X], who was fun, is [Y]",19
"The [X], who missed you, is [Y]",14
"The [X], who thought we, is [Y]",14
"The [X], who fooled, is [Y]",13
"The [X], who thought it, is [Y]",28
"The [X], who ran, is [Y]",22
"The [X], who wanted to miss the stuff, is [Y]",13
"The [X], who was good, is [Y]",64
"The [X], who loved the one, is [Y]",11
"The [X], who was great, is [Y]",38
"The [X], who got a title, is [Y]",13
"The [X], who brought tickets, is [Y]",12
"The [X], who loved tickets, is [Y]",11
"The [X], who looked, is [Y]",53
"The [X], who saw the books, is [Y]",13
"The [X], who had a book, is [Y]",13
"The [X], who was a what, is [Y]",12
"The [X], who saw, is [Y]",17
"The [X], who needed those, is [Y]",13
"The [X], who was made, is [Y]",13
"The [X], who had a seat, is [Y]",15
"The [X], who sweated the details, is [Y]",13
"The [X], who did what, is [Y]",14
"The [X], who did the job, is [Y]",13
"The [X], who ed that, is [Y]",33
"The [X], who connected us with Charlie, is [Y]",11
"The [X], who hoped rough on you, is [Y]",13
"The [X], who dated women, is [Y]",13
"The [X], who talked about, is [Y]",57
"The [X], who afraided the turn, is [Y]",13
"The [X], who knew watching, is [Y]",4
"The [X], who looked at that, is [Y]",13
"The [X], who pleasured you, is [Y]",12
"The [X], who was aware of the Program, is [Y]",13
"The [X], who was relocated, is [Y]",13
"The [X], who was encrypted on two rings, is [Y]",13
"The [X], who was indecipherable on own, is [Y]",13
"The [X], who wore the rings, is [Y]",13
"The [X], who wore one, is [Y]",13
"The [X], who wore the ring, is [Y]",13
"The [X], who was killed, is [Y]",13
"The [X], who was in the open, is [Y]",13
"The [X], who contacted to sell the families, is [Y]",13
"The [X], who was found dead, is [Y]",13
"The [X], who needed to get the rings, is [Y]",13
"The [X], who started at the house, is [Y]",11
"The [X], who used help, is [Y]",13
"The [X], who got to drive the racecar, is [Y]",12
"The [X], who blew a castle, is [Y]",13
"The [X], who needed me, is [Y]",11
"The [X], who read some language, is [Y]",13
"The [X], who went nowhere near no body, is [Y]",13
"The [X], who was a body, is [Y]",13
"The [X], who got a situation, is [Y]",13
"The [X], who had the area, is [Y]",13
"The [X], who had to ask you, is [Y]",13
"The [X], who got pretty, is [Y]",13
"The [X], who found an ranch, is [Y]",21
"The [X], who proceeded to the interior, is [Y]",10
"The [X], who had to ask sergeant, is [Y]",13
"The [X], who oughted to figure this, is [Y]",13
"The [X], who choked to death, is [Y]",22
"The [X], who revealed byproduct, is [Y]",11
"The [X], who let do, is [Y]",11
"The [X], who showed no signs, is [Y]",13
