template,frequency
"The [X], who knew he, is [Y]",4
"The [X], who tore ACL, is [Y]",2
"The [X], who was out the 2019, is [Y]",1
"The [X], who made a cut, is [Y]",1
"The [X], who revealed the surgery, is [Y]",1
"The [X], who was unsurprised to take the meeting, is [Y]",1
"The [X], who said s leaving the football, is [Y]",1
"The [X], who said d reach the NFL, is [Y]",1
"The [X], who ed a dream, is [Y]",1
"The [X], who ed that fear in, is [Y]",1
"The [X], who went na hurt, is [Y]",1
"The [X], who gave do do the things, is [Y]",1
"The [X], who ed me, is [Y]",2
"The [X], who wanted weak, is [Y]",1
"The [X], who helped him, is [Y]",2
"The [X], who competed in a setting, is [Y]",1
"The [X], who remained hungry, is [Y]",1
"The [X], who wanted to stop football, is [Y]",1
"The [X], who was good at it, is [Y]",1
"The [X], who ed the guy, is [Y]",1
"The [X], who was elbow, is [Y]",1
"The [X], who watched a teammates, is [Y]",1
"The [X], who was father, is [Y]",1
"The [X], who was to play, is [Y]",2
"The [X], who was relentless, is [Y]",1
"The [X], who said Wilcots, is [Y]",1
"The [X], who went to give everything, is [Y]",1
"The [X], who ed nothing, is [Y]",5
"The [X], who exemplified what, is [Y]",1
"The [X], who relented, is [Y]",1
"The [X], who had pupils, is [Y]",1
"The [X], who was one of the players, is [Y]",2
"The [X], who pushed the best, is [Y]",1
"The [X], who compelled to play Kelly, is [Y]",1
"The [X], who carried him, is [Y]",1
"The [X], who picked it, is [Y]",1
"The [X], who found something, is [Y]",2
"The [X], who had one piece, is [Y]",1
"The [X], who recalled the son, is [Y]",1
"The [X], who had something, is [Y]",4
"The [X], who took that advice, is [Y]",2
"The [X], who was known, is [Y]",1
"The [X], who ed the president of Fellowship, is [Y]",1
"The [X], who saw Kelly at worst, is [Y]",1
"The [X], who compelled part of upbringing, is [Y]",1
"The [X], who ed who, is [Y]",1
"The [X], who was named to the Team, is [Y]",1
"The [X], who was a panelist for a talk, is [Y]",1
"The [X], who referred to him, is [Y]",1
"The [X], who headed the teams, is [Y]",1
"The [X], who created the squad, is [Y]",1
"The [X], who completed degree, is [Y]",1
"The [X], who thought to happen games, is [Y]",1
"The [X], who had to find purpose, is [Y]",1
"The [X], who was here for everything, is [Y]",1
"The [X], who was something, is [Y]",32
"The [X], who was rough, is [Y]",1
"The [X], who admitted easy, is [Y]",1
"The [X], who found practice, is [Y]",1
"The [X], who kept him out meetings, is [Y]",1
"The [X], who joked the group, is [Y]",1
"The [X], who became the man in a texts, is [Y]",1
"The [X], who leant on mother, is [Y]",1
"The [X], who leant on Sooners, is [Y]",1
"The [X], who helped carry, is [Y]",1
"The [X], who was close with Fields, is [Y]",1
"The [X], who was in corner, is [Y]",1
"The [X], who was memory of football, is [Y]",1
"The [X], who woke, is [Y]",9
"The [X], who walked in, is [Y]",2
"The [X], who was guys, is [Y]",1
"The [X], who welcomed you, is [Y]",1
"The [X], who started making, is [Y]",1
"The [X], who missed that you, is [Y]",1
"The [X], who shared residence with Kelley, is [Y]",1
"The [X], who was dog, is [Y]",1
"The [X], who meant brave, is [Y]",1
"The [X], who was what, is [Y]",36
"The [X], who declared 19 fit on the roster, is [Y]",1
"The [X], who got one season, is [Y]",1
"The [X], who o7ed, is [Y]",1
"The [X], who played linebacker, is [Y]",1
"The [X], who moved to linebacker, is [Y]",1
"The [X], who boasted depth, is [Y]",1
"The [X], who was consistent at the spot, is [Y]",1
"The [X], who became one of the rushers, is [Y]",1
"The [X], who admitted he, is [Y]",1
"The [X], who was one of the practices, is [Y]",2
"The [X], who did better, is [Y]",1
"The [X], who was expected to start, is [Y]",1
"The [X], who ed 12-tackle breakout against Auburn, is [Y]",1
"The [X], who stooped game, is [Y]",1
"The [X], who ed 14 tackles, is [Y]",1
"The [X], who had snaps in three games, is [Y]",1
"The [X], who bullied the tackle, is [Y]",1
"The [X], who went na have the opportunity, is [Y]",1
"The [X], who had a opportunity, is [Y]",2
"The [X], who surprised anybody, is [Y]",1
"The [X], who watched, is [Y]",3
"The [X], who scrutinized more than others, is [Y]",1
"The [X], who had to rely what, is [Y]",1
"The [X], who increased the aspirations, is [Y]",1
"The [X], who was part of him, is [Y]",1
"The [X], who reflected on career, is [Y]",1
"The [X], who was appreciative of everything, is [Y]",1
"The [X], who was The editor, is [Y]",1
"The [X], who was editor, is [Y]",1
"The [X], who followed Young, is [Y]",1
"The [X], who was a trend in development, is [Y]",1
"The [X], who expanded faster than export, is [Y]",1
"The [X], who was the volume, is [Y]",1
"The [X], who represented 3.5 %, is [Y]",1
"The [X], who participated in projects, is [Y]",1
"The [X], who chose to develop Argentina, is [Y]",1
"The [X], who grew faster than any region, is [Y]",1
"The [X], who increased market, is [Y]",1
"The [X], who was the Outsourcing, is [Y]",1
"The [X], who recommended three axes, is [Y]",1
"The [X], who had a impact, is [Y]",12
"The [X], who was required to keep, is [Y]",1
"The [X], who had a understanding, is [Y]",3
"The [X], who sought to promote these axes, is [Y]",1
"The [X], who was a sample, is [Y]",2
"The [X], who found success in outsourcing, is [Y]",1
"The [X], who was a leader in BPO, is [Y]",1
"The [X], who sought to revive sector, is [Y]",1
"The [X], who solved problem, is [Y]",1
"The [X], who built a team, is [Y]",1
"The [X], who increased, is [Y]",2
"The [X], who opened an office, is [Y]",1
"The [X], who offered internet, is [Y]",1
"The [X], who required involved in a bid, is [Y]",1
"The [X], who was the motive behind the decision, is [Y]",1
"The [X], who reduced the cost, is [Y]",1
"The [X], who provided compliant with requirements, is [Y]",1
"The [X], who was delighted to supporting the funds, is [Y]",1
"The [X], who monitored changes in shareholdings, is [Y]",1
"The [X], who posed compliant, is [Y]",1
"The [X], who supported firms in, is [Y]",1
"The [X], who looked forward to SWFs, is [Y]",1
"The [X], who accessed the market, is [Y]",1
"The [X], who boosted presence in space, is [Y]",1
"The [X], who extended use of AxiomSLs, is [Y]",1
"The [X], who launched calculation, is [Y]",1
"The [X], who increased has grow revenuesInstitutionalThe, is [Y]",1
"The [X], who enhanced capabilities, is [Y]",1
"The [X], who was a product of a combination, is [Y]",1
"The [X], who released able to types, is [Y]",1
"The [X], who was the translocation of clay, is [Y]",1
"The [X], who was the accumulation of the material, is [Y]",1
"The [X], who was the movement of material, is [Y]",1
"The [X], who was the removal, is [Y]",1
"The [X], who was parallel to the surface, is [Y]",1
"The [X], who ranged from, is [Y]",1
"The [X], who was formed because difference, is [Y]",1
"The [X], who was called pedology, is [Y]",1
"The [X], who referred to the arrangement, is [Y]",1
"The [X], who termed as soil, is [Y]",1
"The [X], who was soil, is [Y]",1
"The [X], who was a regime of climate, is [Y]",1
"The [X], who was a process, is [Y]",6
"The [X], who was rich has be, is [Y]",1
"The [X], who differed from podzols, is [Y]",1
"The [X], who was characteristic of environments, is [Y]",1
"The [X], who was 6 C, is [Y]",1
"The [X], who absorbed more of heat, is [Y]",1
"The [X], who lost heat, is [Y]",1
"The [X], who had arrangement, is [Y]",1
"The [X], who occurred in area, is [Y]",1
"The [X], who was a process of removal, is [Y]",1
"The [X], who was the soil of areas, is [Y]",1
"The [X], who developed in area, is [Y]",1
"The [X], who was intrazonal, is [Y]",1
"The [X], who was found in zone, is [Y]",1
"The [X], who was necessary to look a Siberia, is [Y]",1
"The [X], who was surprising, is [Y]",4
"The [X], who was an publisher, is [Y]",1
"The [X], who was born in Dublin, is [Y]",2
"The [X], who entered the business, is [Y]",1
"The [X], who threatened him with prosecution, is [Y]",1
"The [X], who met Franklin, is [Y]",1
"The [X], who took Carey, is [Y]",1
"The [X], who worked for Franklin, is [Y]",1
"The [X], who dressed as a woman, is [Y]",1
"The [X], who gave to set 400, is [Y]",1
"The [X], who proved the periodical, is [Y]",1
"The [X], who printed the version, is [Y]",1
"The [X], who was the version of the Bible, is [Y]",1
"The [X], who printed editions, is [Y]",1
"The [X], who published America\\\s, is [Y]",1
"The [X], who was the first, is [Y]",8
"The [X], who wrote on topics, is [Y]",1
"The [X], who reported on debates, is [Y]",1
"The [X], who was a Catholic, is [Y]",2
"The [X], who published Essays on Economy, is [Y]",1
"The [X], who evolved to Carey, is [Y]",1
"The [X], who retired in 1825, is [Y]",1
"The [X], who made the one of the publishers, is [Y]",1
"The [X], who published works, is [Y]",1
"The [X], who did a Lives, is [Y]",1
"The [X], who held an wave, is [Y]",1
"The [X], who went the second, is [Y]",1
"The [X], who sent looking, is [Y]",1
"The [X], who pulled this, is [Y]",1
"The [X], who hit two bombs, is [Y]",1
"The [X], who had pinatas, is [Y]",1
"The [X], who was hit with a fine, is [Y]",1
"The [X], who signed with the Giants, is [Y]",1
"The [X], who signed the team, is [Y]",1
"The [X], who used tactics, is [Y]",1
"The [X], who checked himself, is [Y]",1
"The [X], who went to rehab, is [Y]",1
"The [X], who leaved the game, is [Y]",1
"The [X], who said the glass, is [Y]",1
"The [X], who called Mill, is [Y]",1
"The [X], who ed one, is [Y]",2
"The [X], who posted a mashup, is [Y]",1
"The [X], who announced the dates, is [Y]",1
"The [X], who released a name of album, is [Y]",1
"The [X], who had a Name, is [Y]",1
"The [X], who was documentary, is [Y]",1
"The [X], who hered the part, is [Y]",1
"The [X], who released a video, is [Y]",1
"The [X], who investigated nine killings, is [Y]",1
"The [X], who killed thousands of civilians, is [Y]",1
"The [X], who lived with scars, is [Y]",1
"The [X], who was sympathetic to the stories, is [Y]",1
"The [X], who rode the finger, is [Y]",1
"The [X], who proposed a bill, is [Y]",1
"The [X], who spent day, is [Y]",2
"The [X], who released another banger, is [Y]",1
"The [X], who thought verse, is [Y]",1
"The [X], who handled 19 Comments, is [Y]",1
"The [X], who hoped for location, is [Y]",1
"The [X], who notified ANC6B, is [Y]",1
"The [X], who denied application, is [Y]",1
"The [X], who withdrew to do the application, is [Y]",1
"The [X], who appeared to done, is [Y]",1
"The [X], who opened stand, is [Y]",1
"The [X], who had to have another component, is [Y]",1
"The [X], who was reports, is [Y]",2
"The [X], who reached available, is [Y]",1
"The [X], who torpedoed a application, is [Y]",1
"The [X], who reached, is [Y]",5
"The [X], who asked for reaction, is [Y]",1
"The [X], who called this, is [Y]",2
"The [X], who was made guidance, is [Y]",1
"The [X], who heard a presentation, is [Y]",1
"The [X], who urged members of the community, is [Y]",1
"The [X], who reached active in the community, is [Y]",1
"The [X], who said I, is [Y]",6
"The [X], who was to see the result, is [Y]",1
"The [X], who provided clarity, is [Y]",1
"The [X], who was to set a precedent, is [Y]",1
"The [X], who said happy, is [Y]",1
"The [X], who went to have this, is [Y]",1
"The [X], who leaved unknown, is [Y]",1
"The [X], who hoped we, is [Y]",1
"The [X], who leaved the door, is [Y]",1
"The [X], who hoped some review of licenses, is [Y]",1
"The [X], who made the decision, is [Y]",2
"The [X], who looked forward to the community, is [Y]",1
"The [X], who created 25 jobs, is [Y]",1
"The [X], who was disappointing to undermine the business, is [Y]",1
"The [X], who planned to move another opportunities, is [Y]",1
"The [X], who was the end of the beginning, is [Y]",1
"The [X], who built a PC, is [Y]",1
"The [X], who supercharged experience, is [Y]",1
"The [X], who sounded intimidating, is [Y]",1
"The [X], who was the way, is [Y]",10
"The [X], who was easier, is [Y]",5
"The [X], who was difficult, is [Y]",11
"The [X], who ed this guide, is [Y]",1
"The [X], who needed a surface, is [Y]",1
"The [X], who made you, is [Y]",14
"The [X], who needed a screwdriver, is [Y]",2
"The [X], who prevented you from case, is [Y]",1
"The [X], who recommended trays, is [Y]",1
"The [X], who wanted to have source, is [Y]",1
"The [X], who helped the nooks, is [Y]",1
"The [X], who was a headlamp, is [Y]",1
"The [X], who was safe, is [Y]",6
"The [X], who was cheap, is [Y]",3
"The [X], who neatened things, is [Y]",1
"The [X], who used straps, is [Y]",1
"The [X], who had them, is [Y]",2
"The [X], who had a case, is [Y]",1
"The [X], who was re put the computer, is [Y]",1
"The [X], who dictated big can determine, is [Y]",1
"The [X], who wanted to pay, is [Y]",1
"The [X], who came in three sizes, is [Y]",1
"The [X], who was designed to fit motherboards, is [Y]",1
"The [X], who was the size, is [Y]",1
"The [X], who varied a cases, is [Y]",1
"The [X], who was roomy, is [Y]",1
"The [X], who was larger than cases, is [Y]",1
"The [X], who measured, is [Y]",1
"The [X], who needed to use a case, is [Y]",1
"The [X], who was designed compact, is [Y]",1
"The [X], who required to plan you, is [Y]",1
"The [X], who advocated a challenge, is [Y]",1
"The [X], who looked for a case, is [Y]",1
"The [X], who was easier to work an time, is [Y]",1
"The [X], who had features, is [Y]",1
"The [X], who was you, is [Y]",24
"The [X], who researched each component, is [Y]",1
"The [X], who recommended coming, is [Y]",1
"The [X], who made compatible with all components, is [Y]",1
"The [X], who checked that requirements, is [Y]",1
"The [X], who was to build the PC, is [Y]",1
"The [X], who took to look a look, is [Y]",1
"The [X], who learnt more about these components, is [Y]",1
"The [X], who was the brain of PC, is [Y]",1
"The [X], who sent a list, is [Y]",1
"The [X], who performed to perform each instruction, is [Y]",1
"The [X], who was two metrics, is [Y]",1
"The [X], who told us, is [Y]",16
"The [X], who looked for a CPU, is [Y]",1
"The [X], who was helpful, is [Y]",5
"The [X], who was the board, is [Y]",1
"The [X], who sat directly on the motherboard, is [Y]",1
"The [X], who came in few sizes, is [Y]",1
"The [X], who was ATX, is [Y]",1
"The [X], who was the largest, is [Y]",1
"The [X], who was smaller, is [Y]",2
"The [X], who had two, is [Y]",1
"The [X], who needed large to fit the motherboard, is [Y]",1
"The [X], who was the data, is [Y]",1
"The [X], who was tricky, is [Y]",3
"The [X], who wanted the amount, is [Y]",1
"The [X], who downclocked to run, is [Y]",1
"The [X], who looked for RAM, is [Y]",1
"The [X], who ran at a standard, is [Y]",1
"The [X], who made to do, is [Y]",1
"The [X], who was two types of processors, is [Y]",1
"The [X], who was integrated with the CPU, is [Y]",1
"The [X], who improved significantly throughout the years, is [Y]",1
"The [X], who was components, is [Y]",1
"The [X], who was a have for gamers, is [Y]",1
"The [X], who wanted to look rates, is [Y]",1
"The [X], who was the component, is [Y]",1
"The [X], who was expensive, is [Y]",4
"The [X], who looked to the generation, is [Y]",1
"The [X], who offered results, is [Y]",1
"The [X], who was two types of storage, is [Y]",1
"The [X], who was pros, is [Y]",1
"The [X], who used to store memory, is [Y]",1
"The [X], who was faster than HDDs, is [Y]",1
"The [X], who came at a cost, is [Y]",3
"The [X], who came in two protocols, is [Y]",1
"The [X], who came in two factors, is [Y]",1
"The [X], who ed an option, is [Y]",2
"The [X], who used to accelerate technology, is [Y]",1
"The [X], who learnt to boost which games, is [Y]",1
"The [X], who had to pick one, is [Y]",1
"The [X], who used a SSD, is [Y]",1
"The [X], who was a component, is [Y]",1
"The [X], who cheaped, is [Y]",1
"The [X], who needed made to handle all components, is [Y]",1
"The [X], who came in styles, is [Y]",1
"The [X], who was the option, is [Y]",6
"The [X], who came with a handful, is [Y]",1
"The [X], who was easier to work PSUs, is [Y]",1
"The [X], who made the one, is [Y]",1
"The [X], who generated heat, is [Y]",1
"The [X], who got some features, is [Y]",1
"The [X], who was okay, is [Y]",4
"The [X], who was two ways, is [Y]",2
"The [X], who used to funnel fans, is [Y]",1
"The [X], who was cost, is [Y]",1
"The [X], who was problematic, is [Y]",1
"The [X], who used a coolant, is [Y]",1
"The [X], who was dependent on flow, is [Y]",1
"The [X], who needed to purchase a cooler, is [Y]",1
"The [X], who came in factors, is [Y]",1
"The [X], who shopped for a cooler, is [Y]",1
"The [X], who meant cooling, is [Y]",1
"The [X], who made a difference, is [Y]",5
"The [X], who came, is [Y]",64
"The [X], who needed to purchase these items, is [Y]",1
"The [X], who kept build, is [Y]",1
"The [X], who used a 1080p, is [Y]",1
"The [X], who took advantage, is [Y]",1
"The [X], who took the motherboard, is [Y]",1
"The [X], who found the socket, is [Y]",1
"The [X], who took note of, is [Y]",1
"The [X], who saw a lever, is [Y]",1
"The [X], who pressed the it, is [Y]",1
"The [X], who opened the CPU, is [Y]",1
"The [X], who was susceptible to damage, is [Y]",1
"The [X], who held can touch the CPU, is [Y]",1
"The [X], who saw an arrow, is [Y]",1
"The [X], who lowered the lever, is [Y]",1
"The [X], who required some force, is [Y]",1
"The [X], who caused the cap, is [Y]",1
"The [X], who ended hitting, is [Y]",1
"The [X], who fitted does seated any force, is [Y]",1
"The [X], who moved to force the CPU, is [Y]",1
"The [X], who was a time, is [Y]",11
"The [X], who found the slot, is [Y]",1
"The [X], who found are consult it, is [Y]",1
"The [X], who removed the screw, is [Y]",1
"The [X], who lost it, is [Y]",2
"The [X], who slid the SSD, is [Y]",1
"The [X], who stood off the motherboard, is [Y]",1
"The [X], who pushed the SSD, is [Y]",1
"The [X], who limited configurations, is [Y]",1
"The [X], who needed to configure it, is [Y]",1
"The [X], who installed COOLING, is [Y]",1
"The [X], who was types of coolers, is [Y]",1
"The [X], who recommended the manual, is [Y]",1
"The [X], who required a bracket, is [Y]",1
"The [X], who needed to remove this bracket, is [Y]",1
"The [X], who did this before the case, is [Y]",1
"The [X], who came with paste, is [Y]",1
"The [X], who needed to apply paste, is [Y]",1
"The [X], who applied paste, is [Y]",1
"The [X], who placed the cooler, is [Y]",1
"The [X], who spread the paste, is [Y]",1
"The [X], who was onto a piece, is [Y]",1
"The [X], who recommended an towel, is [Y]",1
"The [X], who tightened the screws, is [Y]",1
"The [X], who was described in detail, is [Y]",1
"The [X], who installed, is [Y]",1
"The [X], who determined slots, is [Y]",1
"The [X], who snapped the RAM, is [Y]",1
"The [X], who consulted the manual, is [Y]",1
"The [X], who made re determine the RAM, is [Y]",1
"The [X], who snapped, is [Y]",1
"The [X], who was the RAM, is [Y]",1
"The [X], who had a tab, is [Y]",1
"The [X], who snapped into place, is [Y]",1
"The [X], who did A RUN, is [Y]",1
"The [X], who wanted sure, is [Y]",2
"The [X], who was difficult to perform, is [Y]",1
"The [X], who installed GPU, is [Y]",1
"The [X], who pluged it, is [Y]",1
"The [X], who had buttons, is [Y]",1
"The [X], who located the pins, is [Y]",1
"The [X], who used to tap a screwdriver, is [Y]",1
"The [X], who was able to tell, is [Y]",1
"The [X], who tried to tell something, is [Y]",1
"The [X], who had a what, is [Y]",3
"The [X], who figured to tell you, is [Y]",1
"The [X], who connected a display, is [Y]",1
"The [X], who turned dark, is [Y]",1
"The [X], who uninstalled the GPU, is [Y]",1
"The [X], who unpacked the PSU, is [Y]",1
"The [X], who took to go a look, is [Y]",1
"The [X], who wanted to orient the PSU, is [Y]",1
"The [X], who mounted the PSU, is [Y]",1
"The [X], who mounted sure, is [Y]",1
"The [X], who attached the PSU, is [Y]",1
"The [X], who was the time, is [Y]",22
"The [X], who snapped it into place, is [Y]",1
"The [X], who watched fingers, is [Y]",1
"The [X], who installed the motherboard, is [Y]",1
"The [X], who mounted the screw, is [Y]",1
"The [X], who made motherboard, is [Y]",1
"The [X], who varied based the board, is [Y]",1
"The [X], who filled holes, is [Y]",1
"The [X], who connected the supply, is [Y]",1
"The [X], who was two connections, is [Y]",1
"The [X], who checked the case, is [Y]",1
"The [X], who looked like a nut, is [Y]",1
"The [X], who inserted standoffs, is [Y]",1
"The [X], who found the PCIe, is [Y]",1
"The [X], who was the slot, is [Y]",1
"The [X], who had one PCIe, is [Y]",1
"The [X], who checked to prioritized the manual, is [Y]",1
"The [X], who wanted some room, is [Y]",1
"The [X], who needed to remove, is [Y]",1
"The [X], who removed the GPU, is [Y]",1
"The [X], who needed to reseat the GPU, is [Y]",1
"The [X], who secured it to the back, is [Y]",1
"The [X], who connected it to the supply, is [Y]",1
"The [X], who was different, is [Y]",14
"The [X], who was able to find a stack, is [Y]",1
"The [X], who had which bays, is [Y]",1
"The [X], who came in two sizes, is [Y]",1
"The [X], who accepted 2.5-inch drives, is [Y]",1
"The [X], who was for drives, is [Y]",1
"The [X], who had lever, is [Y]",1
"The [X], who opened the lever, is [Y]",1
"The [X], who was able to pull the tray, is [Y]",1
"The [X], who placed drive, is [Y]",1
"The [X], who was designed to accept trays, is [Y]",1
"The [X], who needed to screw the drive, is [Y]",1
"The [X], who moved, is [Y]",7
"The [X], who slid the tray, is [Y]",1
"The [X], who clicked into place, is [Y]",1
"The [X], who saw a bracket, is [Y]",1
"The [X], who was slide, is [Y]",1
"The [X], who used fine with two screws, is [Y]",1
"The [X], who connected them to the motherboard, is [Y]",1
"The [X], who consulted cases, is [Y]",1
"The [X], who saved to a drive, is [Y]",1
"The [X], who determined to install which OS, is [Y]",1
"The [X], who downloaded the installer, is [Y]",1
"The [X], who needed a key, is [Y]",1
"The [X], who pluged in the drive, is [Y]",1
"The [X], who told to press you, is [Y]",1
"The [X], who pressed the key, is [Y]",1
"The [X], who found sure, is [Y]",2
"The [X], who poked around BIOS, is [Y]",1
"The [X], who changed first to install the order, is [Y]",1
"The [X], who was second, is [Y]",3
"The [X], who restarted computer, is [Y]",1
"The [X], who booted from the USB, is [Y]",1
"The [X], who followed the instructions, is [Y]",1
"The [X], who created the installer, is [Y]",1
"The [X], who had a problem, is [Y]",6
"The [X], who checked sure, is [Y]",1
"The [X], who ensured the you, is [Y]",1
"The [X], who booted to the scheme, is [Y]",1
"The [X], who swopped components, is [Y]",1
"The [X], who added to Compare Compare, is [Y]",1
"The [X], who was able to load the info, is [Y]",1
"The [X], who located me with Address, is [Y]",1
"The [X], who found in area, is [Y]",1
"The [X], who visited Website, is [Y]",1
"The [X], who compared a products, is [Y]",1
"The [X], who removed one items, is [Y]",1
"The [X], who was compared to the items, is [Y]",1
"The [X], who selected a product, is [Y]",1
"The [X], who sold homes, is [Y]",1
"The [X], who was attractive for price, is [Y]",1
"The [X], who came cut, is [Y]",1
"The [X], who was identical to each other, is [Y]",1
"The [X], who was to Iceland, is [Y]",1
"The [X], who sounded like a combination, is [Y]",1
"The [X], who pushed you to locations, is [Y]",1
"The [X], who was a sunset, is [Y]",1
"The [X], who was the sunlight, is [Y]",1
"The [X], who captured this image, is [Y]",1
"The [X], who set after midnight, is [Y]",1
"The [X], who was a theme in photographs, is [Y]",1
"The [X], who was always on the lookout, is [Y]",1
"The [X], who liked a buildings, is [Y]",1
"The [X], who was the case with trip, is [Y]",1
"The [X], who went to drive the roads, is [Y]",1
"The [X], who was full of them, is [Y]",1
"The [X], who was nice to have a destinations, is [Y]",1
"The [X], who spent a amount, is [Y]",2
"The [X], who lied in the homesteads, is [Y]",1
"The [X], who travelled them, is [Y]",1
"The [X], who was the famous of the Parks, is [Y]",1
"The [X], who was the Parkway, is [Y]",1
"The [X], who was one of the drives, is [Y]",1
"The [X], who was the start of two areas, is [Y]",1
"The [X], who was one of the images, is [Y]",1
"The [X], who found this location, is [Y]",1
"The [X], who was green, is [Y]",1
"The [X], who had an charm, is [Y]",1
"The [X], who was groups of residents, is [Y]",1
"The [X], who overshadowed the beauty, is [Y]",1
"The [X], who took a aesthetic, is [Y]",1
"The [X], who was amplified the landscape, is [Y]",1
"The [X], who was poignant with an point, is [Y]",1
"The [X], who became something, is [Y]",1
"The [X], who was able to create a photo, is [Y]",1
"The [X], who held an trove, is [Y]",1
"The [X], who visited known to locals, is [Y]",1
"The [X], who connected home, is [Y]",1
"The [X], who was an bunker, is [Y]",2
"The [X], who had a view, is [Y]",4
"The [X], who joined Cohort, is [Y]",1
"The [X], who shipped a set, is [Y]",1
"The [X], who took a moment, is [Y]",2
